__v,_id,active,category,closingDate,currentPrice,description,images,numberOfBids,preferredPrice,startingDate,startingPrice,thumbnail,title,user,winningBidder
0,6241a586dd804b5ba907bf68,true,real estate,2022-03-29T05:07:43.437Z,1447,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J","[""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/objects/640x480""]",3,3835,2022-03-16T00:35:35.378Z,951,,Generic Plastic Hat,507f1f77bcf86cd79943901c,
0,6241a586dd804b5ba907bf69,false,electronics,2022-03-30T10:39:55.228Z,5000,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","[""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/objects/640x480""]",1,3888,2022-03-16T04:21:37.807Z,693,,Incredible Wooden Bacon,507f1f77bcf86cd79943901d,507f1f77bcf86cd79943901d
0,6241a586dd804b5ba907bf6a,true,electronics,2022-03-26T13:02:36.989Z,811,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,"[""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/objects/640x480""]",0,2182,2022-03-15T10:08:51.286Z,811,,Practical Plastic Ball,507f1f77bcf86cd79943901e,
0,6241a586dd804b5ba907bf6b,false,others,2022-04-06T13:48:15.477Z,1480,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles","[""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/technology/640x480"",""https://source.unsplash.com/category/objects/640x480""]",5,1423,2022-03-15T06:26:55.223Z,736,,Practical Steel Chips,507f1f77bcf86cd79943901f,507f1f77bcf86cd79943901d
0,62442fd0bf630fec9aa4395d,true,7,2024-02-29T23:00:00.000Z,400,cool art piece,[],4,1500,2022-03-30T10:23:49.573Z,100,,Art Piece ,507f1f77bcf86cd79943901d,
0,62443049bf630fec9aa43962,false,7,2022-03-30T10:40:50.004Z,5001,cool art piece,[],1,1500,2022-03-30T10:23:49.573Z,100,,Art Piece ,507f1f77bcf86cd79943901d,507f1f77bcf86cd79943901d
0,6246f1cb1bb6e6b335ef6407,false,7,2022-04-06T13:38:53.807Z,16459,cool art piece,[],26,15000,2022-04-01T08:40:37.873Z,100,,Temp Auction ,6246ccf61bb6e6b335ef63cb,507f1f77bcf86cd79943901d
0,6248513f6a9676ee90339d06,true,7,2024-02-29T23:00:00.000Z,385,cool art piece,[],9,1500,2022-04-02T11:27:24.073Z,100,,Art Piece ,507f1f77bcf86cd79943901d,
0,624ab4ab120476628c72c0fb,true,electronics,2024-02-29T23:00:00.000Z,213,cool art piece,"[""auction-624ab4ab120476628c72c0fb-1649071991891-1.jpeg"",""auction-624ab4ab120476628c72c0fb-1649071991894-3.jpeg"",""auction-624ab4ab120476628c72c0fb-1649071991894-4.jpeg"",""auction-624ab4ab120476628c72c0fb-1649071991893-2.jpeg""]",2,15000,2022-04-04T08:53:22.227Z,150,,Auction With Image ,507f1f77bcf86cd79943901d,
0,624acd6096d978a86c9812bd,true,electronics,2024-02-29T23:00:00.000Z,607,cool art piece,[],10,15000,2022-04-04T10:49:51.354Z,150,,Auction With Image ,507f1f77bcf86cd79943901d,
0,624ad1b0acbd704acf47a9d9,true,electronics,2024-02-29T23:00:00.000Z,258,cool art piece,[],3,15000,2022-04-04T11:05:19.847Z,150,,to be deleted,507f1f77bcf86cd79943901d,
0,624ad209acbd704acf47a9dd,true,electronics,2024-02-29T23:00:00.000Z,199,cool art piece,"[""auction-undefined-1649070601842-2.jpeg"",""auction-undefined-1649070601838-1.jpeg""]",2,15000,2022-04-04T11:05:19.847Z,150,,to be deleted,507f1f77bcf86cd79943901d,
0,624adfe71801f5eade35962a,false,electronics,2022-05-13T13:59:42.735Z,800000,cool art piece,"[""auction-507f1f77bcf86cd79943901d-1649074151713-2.jpeg"",""auction-507f1f77bcf86cd79943901d-1649074151714-4.jpeg"",""auction-507f1f77bcf86cd79943901d-1649074151713-3.jpeg"",""auction-507f1f77bcf86cd79943901d-1649074151712-1.jpeg""]",13,15000,2022-04-04T12:08:51.371Z,150,auction-507f1f77bcf86cd79943901d-1649074151682-thumbnail.jpeg,To be delted must be deleted ,507f1f77bcf86cd79943901d,6272aa80e27061704575836d
0,624ae0821801f5eade35962d,true,electronics,2024-02-29T23:00:00.000Z,1434,cool art piece,"[""auction-507f1f77bcf86cd79943901d-1649074306820-1.jpeg""]",16,15000,2022-04-04T12:08:51.371Z,150,auction-507f1f77bcf86cd79943901d-1649074306796-thumbnail.jpeg,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,624eb59c8448373923b6fa35,true,electronics,2024-02-29T23:00:00.000Z,150,cool art piece,"[""auction-6241a82995e7475e444e9b3b-1649325468325-2.jpeg"",""auction-6241a82995e7475e444e9b3b-1649325468325-1.jpeg""]",0,15000,2022-04-07T08:00:24.184Z,150,auction-6241a82995e7475e444e9b3b-1649325468309-thumbnail.jpeg,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62541616b9ca2bd8a9861d10,true,electronics,2024-02-29T23:00:00.000Z,528,203,"[""auction-6241a82995e7475e444e9b3b-1649677846988-2.jpeg"",""auction-6241a82995e7475e444e9b3b-1649677846988-1.jpeg""]",9,15000,2022-04-11T11:50:40.876Z,150,auction-6241a82995e7475e444e9b3b-1649677846970-thumbnail.jpeg,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625545895a15ea77ba649f02,true,electronics,2024-02-29T23:00:00.000Z,150,cool art piece,"[""auction-507f1f77bcf86cd79943901d-1649755529122-1.jpeg""]",0,15000,2022-04-12T08:20:27.874Z,150,auction-507f1f77bcf86cd79943901d-1649755528960-thumbnail.jpeg,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,625546d55a15ea77ba649f07,true,electronics,2024-02-29T23:00:00.000Z,150,cool art piece,"[""auction-507f1f77bcf86cd79943901d-1649755861203-1.jpeg""]",0,15000,2022-04-12T08:20:27.874Z,150,auction-507f1f77bcf86cd79943901d-1649755861151-thumbnail.jpeg,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,62554f5f0204723a1cdbe3be,true,electronics,2024-02-29T23:00:00.000Z,302,cool art piece,[],5,15000,2022-04-12T10:05:27.153Z,150,,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,62554fc7190f90d2c2d47f16,true,electronics,2024-02-29T23:00:00.000Z,173,cool art piece,[],1,15000,2022-04-12T10:09:09.260Z,150,,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,62555f72a664de236e93d4a8,true,electronics,2024-02-29T23:00:00.000Z,229,cool art piece,"[""auction-507f1f77bcf86cd79943901d-1649762162473-1.jpeg""]",3,15000,2022-04-12T10:11:11.719Z,150,auction-507f1f77bcf86cd79943901d-1649762162331-thumbnail.jpeg,To be delted must be deleted ,507f1f77bcf86cd79943901d,
0,625689bc6ab755e4cdc8fd57,true,electronics,2024-02-29T23:00:00.000Z,302,203,"[""auction-6241a82995e7475e444e9b3b-1649838524417-2.jpeg"",""auction-6241a82995e7475e444e9b3b-1649838524417-1.jpeg""]",5,15000,2022-04-13T08:20:36.983Z,150,auction-6241a82995e7475e444e9b3b-1649838524146-thumbnail.jpeg,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625689da6ab755e4cdc8fd5b,true,electronics,2024-02-29T23:00:00.000Z,229,203,[],3,15000,2022-04-13T08:20:36.983Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62569564a407fac8e7077aed,true,electronics,2024-02-29T23:00:00.000Z,199,203,[],2,15000,2022-04-13T09:17:24.270Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62569575a407fac8e7077af0,true,electronics,2024-02-29T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1649841525629-1.jpeg""]",0,15000,2022-04-13T09:17:24.270Z,150,auction-6241a82995e7475e444e9b3b-1649841525549-thumbnail.jpeg,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62569c3035bf68c42eeeb4b3,true,electronics,2024-02-29T23:00:00.000Z,173,203,[],1,15000,2022-04-13T09:47:25.033Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62569f256d848ebecca6e01f,true,electronics,2024-02-29T23:00:00.000Z,173,203,[],1,15000,2022-04-13T09:59:42.776Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62580a0d8461b29d70804449,true,electronics,2024-02-29T23:00:00.000Z,150,cool art piece,"[""auction-6241a82995e7475e444e9b3b-1649936909133-1.jpeg""]",0,15000,2022-04-14T11:48:29.149Z,150,auction-6241a82995e7475e444e9b3b-1649936909077-thumbnail.jpeg,To be delted must be deleted ,6241a82995e7475e444e9b3b,
0,62580a4d8461b29d7080444c,true,electronics,2024-02-29T23:00:00.000Z,173,cool art piece,"[""auction-6241a82995e7475e444e9b3b-1649936973987-1.jpeg""]",1,15000,2022-04-14T11:49:33.998Z,150,auction-6241a82995e7475e444e9b3b-1649936973964-thumbnail.jpeg,To be delted must be deleted ,6241a82995e7475e444e9b3b,
0,62580abb8461b29d70804452,true,electronics,2024-02-29T23:00:00.000Z,150,203,[],0,15000,2022-04-14T11:51:23.045Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62580ad88461b29d70804458,true,electronics,2024-02-29T23:00:00.000Z,150,203,[],0,15000,2022-04-14T11:51:52.904Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625d5defd999e8d9f18c1c8d,true,electronics,2024-02-29T23:00:00.000Z,5000,203,[],0,150000,2022-04-18T12:47:43.149Z,5000,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625d6d85807f1720f98db7ed,true,electronics,2022-05-18T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650290053730-2.jpeg"",""auction-6241a82995e7475e444e9b3b-1650290053729-1.jpeg""]",0,200000,2022-04-18T13:54:13.853Z,4000,auction-6241a82995e7475e444e9b3b-1650290053633-thumbnail.jpeg,the amazing pencil,6241a82995e7475e444e9b3b,
0,625e7286226928a9384fd359,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650356870272-1.jpeg""]",0,150000,2022-04-19T08:27:50.361Z,150,auction-6241a82995e7475e444e9b3b-1650356870073-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261c8cf7d66e4e1c4962ba5,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650575567227-1.jpeg""]",0,150000,2022-04-21T21:12:47.273Z,150,auction-6241a82995e7475e444e9b3b-1650575567042-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cd78278f970401c929e9,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:32:40.667Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cd95278f970401c929ec,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:33:09.826Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cdbe278f970401c929ef,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:33:50.835Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261ce8dfedb761594f3d15b,true,electronics,2022-05-31T23:00:00.000Z,173,203,[],1,150000,2022-04-21T21:37:17.253Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cef42e90303613bed062,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:39:00.040Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cf1c1bccf12b3e1cdfce,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:39:40.221Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cf5c1bccf12b3e1cdfd1,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650577244747-1.jpeg""]",0,150000,2022-04-21T21:40:44.759Z,150,auction-6241a82995e7475e444e9b3b-1650577244731-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261d1c7dd0a577cacba0239,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:51:03.762Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261d31b83afba86028fc3f6,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650578203893-1.jpeg""]",0,150000,2022-04-21T21:56:43.903Z,150,auction-6241a82995e7475e444e9b3b-1650578203878-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,626268eeeda7a55e2ac62c1e,true,electronics,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650616558750-1.jpeg""]",0,200000,2022-04-22T08:35:58.831Z,4000,auction-6241a82995e7475e444e9b3b-1650616558711-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,626279646b65abfa216aeeef,true,,2022-05-28T22:00:00.000Z,12235,203,"[""auction-6241a82995e7475e444e9b3b-1650620772488-1.jpeg""]",8,200000,2022-04-22T09:46:12.555Z,4000,auction-6241a82995e7475e444e9b3b-1650620772479-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,6262869a4f5146dc70995ce8,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650624154764-1.jpeg""]",0,200000,2022-04-22T10:42:34.841Z,4000,auction-6241a82995e7475e444e9b3b-1650624154755-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,626289222f593b1ac365dd77,true,,2022-05-28T22:00:00.000Z,4600,203,"[""auction-6241a82995e7475e444e9b3b-1650624802415-1.jpeg""]",1,200000,2022-04-22T10:53:22.513Z,4000,auction-6241a82995e7475e444e9b3b-1650624802382-thumbnail.jpeg,the amazing Pokemon,6241a82995e7475e444e9b3b,
0,6267d13562744144b74862bc,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650970933224-1.jpeg""]",0,200000,2022-04-26T11:02:13.301Z,4000,auction-6241a82995e7475e444e9b3b-1650970933169-thumbnail.jpeg,the amazing Pokemon,6241a82995e7475e444e9b3b,
0,6267f1b25a54f77c2b691326,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-623c422f81ad779e64a41343-1650979250671-1.jpeg""]",0,200000,2022-04-26T13:20:50.754Z,4000,auction-623c422f81ad779e64a41343-1650979250638-thumbnail.jpeg,golf 3030,623c422f81ad779e64a41343,
0,6267f1f05a54f77c2b69133c,true,,2022-05-28T22:00:00.000Z,1000000,203,"[""auction-623c422f81ad779e64a41343-1650979312841-1.jpeg""]",0,200000000,2022-04-26T13:21:52.930Z,1000000,auction-623c422f81ad779e64a41343-1650979312832-thumbnail.jpeg,metroc 3030,623c422f81ad779e64a41343,
0,62696623121453529651bbb2,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1651074595510-1.jpeg""]",0,150000,2022-04-27T15:49:55.523Z,150,auction-6241a82995e7475e444e9b3b-1651074595491-thumbnail.jpeg,Cool Kicks,6241a82995e7475e444e9b3b,
0,626a7c9a5826e82cac4d63dc,true,,2022-05-28T22:00:00.000Z,1000000,203,[],0,200000000,2022-04-28T11:38:02.315Z,1000000,,ksi 2020,623c422f81ad779e64a41343,
0,626d39687bdb2911c7db3e21,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-623c422f81ad779e64a41343-1651325288282-1.jpeg""]",0,150000,2022-04-30T13:28:08.328Z,150,auction-623c422f81ad779e64a41343-1651325287893-thumbnail.jpeg,Cool Kicks,623c422f81ad779e64a41343,
0,626d3b3e7bdb2911c7db3e26,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-623c422f81ad779e64a41343-1651325758531-1.jpeg""]",0,150000,2022-04-30T13:35:58.546Z,150,auction-623c422f81ad779e64a41343-1651325758511-thumbnail.jpeg,Cool Kicks,623c422f81ad779e64a41343,
0,62725cd89e89274c09aafc31,true,,2022-05-28T22:00:00.000Z,1000000,203,[],0,200000000,2022-05-04T11:00:40.271Z,1000000,,ksi 2020,623c422f81ad779e64a41343,
0,6272a6f7e270617045758304,false,,2022-05-16T09:37:49.065Z,15000,Hight Quality Tv,[],2,15000,2022-05-04T16:16:55.541Z,1500,,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272a7f4e270617045758324,false,,2022-05-14T21:15:42.579Z,15000,Hight Quality Tv,[],1,15000,2022-05-04T16:21:08.049Z,1500,,lol,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272a900e27061704575834b,true,,2022-05-05T16:25:21.334Z,1984,Hight Quality Tv,"[""auction-6241a82995e7475e444e9b3b-1651681536242-1.jpeg""]",2,15000,2022-05-04T16:25:36.264Z,1500,auction-6241a82995e7475e444e9b3b-1651681536182-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6272a90fe27061704575834e,false,,2022-05-13T15:27:20.282Z,15000,Hight Quality Tv,"[""auction-6241a82995e7475e444e9b3b-1651681551634-1.jpeg""]",2,15000,2022-05-04T16:25:51.660Z,1500,auction-6241a82995e7475e444e9b3b-1651681551610-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272aa2fe27061704575836b,false,,2022-05-13T12:39:20.393Z,15000,Hight Quality Tv,[],2,15000,2022-05-04T16:30:39.101Z,1500,,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272aa96e270617045758382,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,15000,2022-05-04T16:32:22.173Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ab08e270617045758385,true,,2022-05-06T16:32:12.037Z,1984,Hight Quality Tv,[],2,15000,2022-05-04T16:34:16.443Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ab31e270617045758388,false,,2022-05-13T14:24:29.079Z,15000,Hight Quality Tv,"[""auction-6272aa80e27061704575836d-1651682096992-1.jpeg"",""auction-6272aa80e27061704575836d-1651682096993-2.jpeg"",""auction-6272aa80e27061704575836d-1651682096993-3.jpeg""]",1,15000,2022-05-04T16:34:57.019Z,1500,auction-6272aa80e27061704575836d-1651682096953-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6272ac0ee2706170457583b1,false,,2022-05-13T14:20:31.826Z,16000,Hight Quality Tv,[],4,15000,2022-05-04T16:38:38.177Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6272acf5d69fb81c63cc6248,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,15000,2022-05-04T16:42:29.976Z,1500,auction-6272aa80e27061704575836d-1651682549952-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ad22d69fb81c63cc624f,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,30000,2022-05-04T16:43:14.891Z,1500,auction-6272aa80e27061704575836d-1651682594868-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
